gender,job,workclass_DE,education_DE,marital.status_DE,race_DE,hours.per.week_DE,income_DE,company_DE,lat,long,city_pop,product_id_TE,brand_TE,user_id_TE,user_session_TE,shopping_mall_TE,trans_year,trans_month,amt,is_fraud
0,6,2,12,2,4,51,1,362,42.9207,-91.0685,878,906,292,571,265,6,0,3,8.75,1
0,44,1,10,2,4,43,1,183,39.3716,-77.8229,1925,59,18,560,284,6,1,4,126.66,0
1,51,2,15,2,2,28,1,140,44.0575,-69.9656,3224,887,292,605,133,5,0,1,1.63,0
1,48,2,11,2,2,32,1,356,41.1437,-72.2879,743,126,292,520,35,5,1,6,177.72,0
0,134,3,11,2,4,23,1,183,33.413000000000004,-81.69,2206,1550,292,116,96,4,0,1,265.88,1
1,122,2,9,2,4,41,1,160,42.5164,-82.9832,134056,1391,274,361,760,2,0,11,124.49,0
1,144,2,11,2,4,41,1,114,37.6848,-85.8784,48194,972,157,169,289,4,0,6,3.07,0
0,81,2,12,2,4,32,1,93,33.1194,-83.8235,3343,79,205,247,330,5,0,5,27.16,0
1,27,2,9,2,4,46,1,232,33.6751,-98.6576,2317,710,76,307,637,6,0,7,942.82,1
0,135,5,10,2,4,41,1,120,39.1329,-95.7023,163415,707,290,11,488,6,1,7,260.29,1
0,93,4,14,2,4,37,1,50,35.0561,-106.5506,641349,41,357,585,243,2,0,3,749.92,1
1,127,2,9,2,4,41,1,359,37.1046,-83.5706,467,108,357,130,334,5,1,6,87.83,0
0,51,2,15,2,4,41,1,116,32.6176,-86.9475,1412,723,76,342,139,3,0,4,31.45,0
0,44,2,12,2,4,37,1,183,47.5375,-95.9941,516,1334,170,617,616,3,0,10,22.32,0
1,122,2,1,2,4,32,1,78,42.5164,-82.9832,134056,3,18,393,667,2,1,4,852.23,1
0,51,4,12,2,4,27,1,359,34.5189,-112.2523,1179,130,292,14,379,4,0,11,330.03,1
0,81,2,9,2,4,55,1,128,41.0442,-73.9609,5950,1112,330,42,223,0,0,4,229.57,1
0,134,2,9,2,4,41,1,301,40.5891,-75.4645,166081,380,46,444,239,6,0,5,24.9,0
1,51,4,10,2,4,41,1,232,44.8755,-88.1555,5548,1079,320,413,257,2,0,2,15.0,1
0,153,1,5,2,4,32,0,251,26.4215,-99.0025,18128,807,299,428,724,6,0,10,8.28,0
1,24,2,10,2,1,32,1,118,35.1959,-83.8228,5354,1528,292,174,729,7,1,0,3.62,0
1,43,2,15,2,4,51,1,183,29.5894,-98.5201,1595797,224,143,101,354,9,0,6,1.64,0
1,93,3,11,2,4,51,1,233,43.0172,-111.0292,471,180,18,336,735,0,1,6,19.6,1
1,51,5,14,2,4,32,1,183,38.9763,-87.3667,4081,82,292,209,602,5,0,1,377.65,1
0,109,2,11,2,4,32,1,282,35.2087,-92.2123,969,879,292,435,765,3,0,8,30.64,0
1,132,2,11,2,4,41,0,118,39.013000000000005,-86.5457,76,1336,292,124,256,4,0,11,719.92,1
0,48,2,9,2,4,32,1,14,46.1838,-101.2589,77,1362,224,211,174,5,0,3,1034.8,1
0,86,2,11,2,4,32,1,50,35.8312,-94.1187,2786,1098,239,270,371,4,0,1,12.84,1
1,18,2,11,2,4,32,1,121,44.8696,-92.8234,2916,804,166,261,661,7,0,3,15.8,0
1,5,2,9,2,4,32,1,50,29.9196,-95.4386,2906700,1281,292,276,303,5,0,10,998.05,1
0,90,2,15,2,4,32,1,21,44.6084,-70.6993,190,589,29,4,660,2,0,2,7.9,0
0,148,2,11,2,4,32,1,30,27.9865,-82.0139,237282,362,227,157,458,4,0,2,7.95,0
1,31,5,12,2,4,32,1,241,38.4921,-85.4524,564,105,357,374,19,1,0,8,10.42,1
1,100,2,9,2,4,24,1,30,40.9661,-76.8575,645,1538,292,167,372,4,0,5,1009.68,1
0,91,2,11,2,4,32,0,252,34.5906,-95.38,1760,393,134,45,17,4,0,2,373.31,1
0,51,4,11,2,4,32,1,359,34.2853,-91.3336,5161,1052,292,503,352,5,1,0,27.54,0
1,78,2,11,2,4,32,0,282,44.8393,-69.2675,3228,592,29,612,510,4,0,9,258.82,1
1,146,2,9,2,4,41,1,322,36.4992,-120.0936,123,838,309,505,489,4,0,11,820.01,1
1,51,2,9,2,4,46,1,116,31.1989,-81.3322,298,180,18,168,621,2,0,2,110.54,1
1,149,2,11,2,4,32,1,120,30.2508,-89.6011,1414,1208,192,430,183,4,1,8,912.26,1
1,45,2,10,2,4,41,1,118,39.2136,-95.4404,2661,443,292,586,277,4,0,7,928.67,1
0,18,3,11,2,4,32,1,303,31.6591,-96.8094,263,823,313,492,495,6,0,3,120.62,0
0,146,2,9,2,4,47,1,134,34.2651,-77.867,186140,1438,120,577,316,6,1,8,393.59,0
1,55,2,9,2,4,41,1,50,47.8342,-90.0476,272,78,335,147,248,6,0,3,937.62,1
0,81,2,11,2,4,32,1,246,43.7893,-75.4156,8830,126,292,520,35,6,0,10,117.34,1
0,134,2,11,2,4,32,1,78,31.8351,-101.0017,1143,95,357,280,396,5,0,1,77.88,0
0,30,0,9,2,4,40,1,241,33.0437,-81.7106,1100,288,29,453,744,0,1,6,1029.03,1
0,134,2,12,2,1,46,1,78,43.5335,-96.3645,899,339,292,331,497,5,1,8,704.22,1
1,93,2,9,2,4,32,1,183,35.5762,-91.4539,111,493,2,560,284,4,0,2,974.0,1
0,145,2,8,2,4,37,0,167,44.8816,-73.6408,2148,108,357,130,334,8,1,3,44.34,0
0,109,2,9,2,2,51,1,211,35.2087,-92.2123,969,6,18,393,667,5,0,10,84.84,0
0,31,2,15,2,4,32,1,341,27.4703,-81.4872,50835,1647,363,387,651,3,0,4,706.66,1
1,152,2,9,2,4,51,1,120,33.9215,-89.6782,3451,957,292,337,663,2,1,7,309.97,1
0,128,2,9,2,4,37,1,120,41.0646,-87.5917,2135,764,336,5,756,5,0,5,7.57,0
0,19,4,15,2,4,11,1,294,37.7256,-81.1087,3994,382,30,306,518,0,1,7,383.42,1
1,46,2,11,2,4,41,1,250,41.2244,-86.6966,5791,1015,313,385,317,3,0,5,911.99,1
0,93,2,11,2,4,40,1,232,37.3696,-80.1284,1363,1272,190,333,599,6,0,1,308.97,1
1,135,4,11,2,4,51,1,183,33.6028,-81.9748,46944,1096,63,618,170,8,0,5,1.04,0
0,93,2,11,2,4,37,0,53,37.3696,-80.1284,1363,1396,57,290,273,2,0,1,697.97,1
1,81,2,14,2,4,32,1,339,37.6395,-97.1714,409656,172,292,14,379,3,1,3,995.86,1
1,36,2,12,2,4,41,1,118,40.7641,-84.0973,86954,177,18,401,216,5,1,0,1056.24,1
0,27,5,10,2,4,32,1,322,36.1124,-78.6476,12335,798,340,261,661,4,1,7,60.41,0
1,140,2,9,2,4,32,1,183,40.333,-73.9809,3279,621,158,191,766,6,0,3,16.64,0
0,93,3,9,2,4,51,1,341,26.3304,-81.5871,276002,1006,292,87,53,7,0,4,1161.58,1
1,0,2,11,2,4,46,1,50,33.4783,-90.5142,2870,108,357,267,544,9,0,8,59.82,0
1,5,2,11,2,4,32,1,317,29.9196,-95.4386,2906700,754,76,62,362,1,0,10,784.42,1
0,18,4,10,2,4,32,1,183,44.5274,-93.0196,1201,1627,287,550,404,5,0,2,1121.62,1
0,117,2,11,2,4,68,1,359,33.9315,-87.6194,1186,395,39,329,261,5,0,9,279.86,1
0,86,2,11,2,4,32,1,248,35.8312,-94.1187,2786,248,85,453,744,5,1,8,18.85,0
0,43,2,15,2,4,32,1,359,41.4193,-99.3844,73,37,229,247,330,6,1,8,31.24,0
1,39,2,11,2,4,32,1,301,34.4959,-86.259,5901,1268,292,502,189,1,0,9,8.89,0
0,131,4,11,2,4,37,1,78,40.6816,-73.9798,2504700,1537,320,167,372,0,1,8,2.17,0
0,52,2,12,2,4,35,1,50,33.615,-117.7114,45303,1487,81,548,454,6,1,4,1066.01,1
1,93,2,7,2,4,41,1,341,35.5762,-91.4539,111,1343,104,361,760,7,0,2,324.93,1
1,93,4,11,2,4,41,1,12,40.9207,-96.168,206,593,28,343,260,8,0,9,15.65,0
1,122,2,15,2,4,41,1,183,46.4959,-90.4383,795,990,292,368,32,5,0,2,58.22,0
1,146,2,15,2,4,32,1,341,36.4992,-120.0936,123,1233,292,456,649,3,1,8,108.36,0
0,106,2,0,2,4,39,1,14,33.0067,-117.069,1241364,920,292,158,128,2,0,5,87.28,0
0,88,2,9,2,4,32,1,200,42.9147,-83.4845,6951,30,146,569,432,5,0,10,62.82,0
0,51,1,5,2,2,32,1,241,28.9814,-98.0156,2435,681,80,172,12,4,0,0,18.38,0
1,127,2,11,2,4,32,1,248,36.7779,-81.7676,5657,1438,120,577,316,7,0,5,75.04,0
1,135,2,15,2,4,41,1,359,41.141000000000005,-84.5722,6284,1196,292,243,176,4,0,5,11.47,1
0,88,2,11,2,4,41,1,207,41.4972,-98.7858,509,781,336,555,340,4,1,7,6.29,0
0,117,2,11,2,4,32,1,341,33.9315,-87.6194,1186,806,360,11,488,1,0,9,11.88,1
1,51,2,12,2,4,27,1,183,40.8555,-79.7372,2054,84,292,203,116,3,0,1,73.23,0
0,64,2,9,2,4,41,1,120,40.8265,-73.9383,1577385,1564,292,174,729,4,1,6,1.4,0
1,99,0,15,2,1,32,1,341,42.1767,-79.9416,2518,823,313,535,291,3,0,4,882.9,1
0,27,2,15,2,4,55,1,120,44.6087,-74.9732,69,527,357,205,670,4,0,6,19.87,1
1,3,2,9,2,4,41,1,78,40.9493,-78.3129,1762,27,292,209,602,8,0,7,22.29,0
1,118,1,15,2,4,32,1,78,42.1852,-74.6178,1988,985,92,368,32,6,1,6,882.62,1
0,29,3,7,2,4,51,1,50,41.8467,-74.1038,722,565,217,88,429,6,1,8,79.3,0
0,152,2,9,2,4,32,1,118,44.0943,-69.4828,1643,126,292,520,35,4,0,4,353.06,1
1,51,2,9,2,4,37,1,82,31.1989,-81.3322,298,1144,112,61,619,4,0,2,1067.1,1
0,121,2,15,2,4,41,1,258,36.2835,-87.4581,70,82,292,209,602,4,1,8,716.21,1
0,49,2,15,2,4,32,1,233,42.73,-104.7024,241,745,43,342,139,4,0,6,67.52,0
0,134,2,11,2,4,32,1,126,43.0032,-93.2167,1574,605,292,186,438,7,1,6,21.02,1
1,92,1,12,2,4,37,1,322,40.1334,-75.4536,737,1200,292,422,592,5,1,7,747.72,1
1,15,5,9,2,4,37,1,68,42.0765,-87.7246,27020,1100,63,610,36,5,0,3,1014.39,1
0,144,0,9,2,4,51,1,120,33.431,-93.8765,36438,784,292,261,661,3,1,4,9.18,1
0,57,4,9,2,4,59,1,86,45.6675,-93.2433,2607,178,18,510,499,8,0,0,5.72,0
1,43,2,9,2,4,46,1,10,38.2586,-78.4074,9815,17,18,498,298,4,1,7,145.75,0
0,27,1,11,2,4,32,1,233,41.8117,-79.2643,528,803,127,402,324,4,1,8,656.0,1
0,159,1,9,2,4,32,1,78,47.6633,-122.3022,837792,1279,190,276,303,3,0,2,8.65,1
0,129,2,15,2,4,32,1,250,32.2779,-97.2351,5875,1105,239,270,371,1,0,10,51.95,0
1,142,2,15,2,4,37,1,118,43.6718,-89.1918,1628,582,12,343,260,1,0,8,52.53,0
0,43,1,10,2,4,32,1,272,48.6031,-93.2977,136,162,292,419,159,1,0,9,14.95,0
0,146,2,11,2,4,46,1,50,39.6704,-89.8588,1213,456,233,48,347,4,0,0,129.73,0
1,108,2,9,2,4,32,1,116,39.6991,-78.1762,3766,836,313,492,495,5,0,6,7.47,0
0,135,2,15,2,4,27,1,50,39.1329,-95.7023,163415,1438,120,577,316,4,1,7,9.33,1
1,46,2,15,2,4,32,1,193,41.2244,-86.6966,5791,1015,313,385,317,4,0,2,8.7,0
1,146,2,0,2,4,32,1,50,36.4992,-120.0936,123,989,292,368,32,7,0,10,48.96,0
1,53,4,4,2,4,57,1,70,33.9056,-118.0818,105549,651,292,529,66,1,1,0,738.3,1
0,72,4,9,2,2,40,1,359,38.2911,-92.7059,1847,285,1,453,744,6,1,3,108.27,0
0,83,1,9,2,4,32,1,68,42.825,-124.4409,217,742,230,222,509,8,1,3,301.08,1
1,134,2,11,2,4,32,1,322,41.173,-89.2187,532,682,132,62,362,6,1,6,33.7,0
0,93,2,9,2,1,41,1,14,39.7562,-98.4462,242,1467,292,620,224,6,1,6,139.93,1
1,0,4,11,2,4,32,1,187,34.1556,-118.2322,172817,968,283,169,289,5,0,11,1002.29,1
1,132,3,9,2,4,37,1,102,31.8092,-106.4247,749635,1442,301,577,316,6,1,8,1125.43,1
1,93,2,7,2,4,32,1,232,41.0977,-74.0109,23045,977,283,614,403,9,0,9,954.72,1
0,93,3,11,2,4,59,1,50,42.3496,-73.5873,4015,328,303,460,418,5,1,7,19.67,0
0,127,2,11,2,4,38,1,107,36.7558,-83.1838,581,514,357,205,670,0,0,4,4.71,0
1,93,2,11,2,4,15,1,233,42.2203,-83.3583,31515,620,164,191,766,5,0,2,89.98,0
1,138,0,11,2,4,32,1,120,44.8232,-89.1665,3223,727,207,119,632,5,0,11,809.64,1
1,127,2,15,2,4,46,1,241,35.6069,-90.3359,2470,760,340,261,661,5,0,5,636.46,1
1,93,5,15,2,4,32,1,305,38.5769,-122.4477,3661,477,15,183,14,5,1,8,884.75,1
0,37,2,8,2,4,32,1,304,38.8938,-86.5246,1228,1635,226,140,550,4,0,6,5.12,0
0,122,2,11,2,2,32,1,232,31.8287,-99.427,5908,405,144,45,17,3,1,8,1018.71,1
0,81,2,8,2,4,32,1,80,42.8948,-74.8209,824,717,203,235,393,9,0,8,5.0,0
0,146,2,11,2,4,55,1,301,41.5378,-88.0572,128354,1109,70,270,371,4,0,6,316.88,0
1,51,1,15,2,4,32,1,232,38.577,-90.5255,92608,1319,74,116,96,5,1,0,86.61,0
1,81,5,10,2,4,59,1,55,42.9633,-94.7975,223,180,18,14,379,1,1,0,318.74,1
0,130,2,9,2,4,32,1,68,36.4715,-82.4834,87124,597,244,359,612,9,1,8,1057.68,1
1,51,2,9,2,4,51,1,355,29.9912,-90.2479,68211,1467,292,620,224,9,0,1,91.92,0
1,72,2,9,2,2,32,1,162,33.141,-82.515,741,260,1,75,8,6,0,4,49.47,0
0,93,3,11,2,4,46,1,68,30.6576,-91.6264,1178,1335,292,124,256,1,1,6,855.4,1
1,159,2,11,2,4,37,1,30,40.7692,-103.0968,648,855,292,178,524,5,1,7,324.86,1
1,77,2,11,2,2,46,1,72,40.7687,-80.3592,28425,1000,361,368,32,1,0,9,888.13,1
1,114,2,15,2,4,32,1,50,40.4931,-91.8912,519,89,357,47,293,0,0,6,35.57,0
1,4,2,11,2,2,32,1,232,42.2619,-94.5566,695,550,256,592,367,8,0,2,790.17,0
0,134,2,15,2,4,32,1,293,30.5354,-95.4532,4993,1606,108,427,361,1,0,11,1011.75,1
1,30,4,11,2,4,32,1,183,40.8314,-83.9758,349,1428,107,290,273,7,0,2,565.3,1
0,129,1,9,2,4,32,1,359,32.2779,-97.2351,5875,456,233,48,347,3,0,5,14.67,0
0,131,2,11,2,4,37,1,92,40.6816,-73.9798,2504700,1442,301,577,316,4,1,8,791.02,1
0,145,2,11,2,4,32,1,359,41.36600000000001,-98.0054,1749,37,229,247,330,6,0,2,247.02,1
1,93,5,11,2,4,32,1,183,41.0977,-74.0109,23045,1304,190,285,110,6,0,9,297.64,1
1,38,4,1,2,4,37,1,232,41.0935,-81.0425,2644,1366,104,361,760,1,0,10,946.05,1
0,149,2,9,2,4,46,1,233,40.507,-123.9743,1139,513,357,205,670,6,0,3,86.48,0
1,75,4,0,2,4,32,1,241,35.8596,-86.421,158701,194,18,510,499,4,0,0,67.46,0
0,105,2,9,2,4,32,1,68,43.0498,-78.851,45100,1272,190,333,599,6,0,0,18.52,1
0,125,2,15,2,4,32,1,120,34.8838,-90.7666,222,702,360,360,206,7,0,9,316.54,1
1,152,2,9,2,4,41,1,232,29.0393,-95.4401,28739,800,72,261,661,4,0,0,304.1,1
0,145,2,11,2,4,51,1,50,41.36600000000001,-98.0054,1749,396,155,306,518,6,0,2,18.15,1
1,46,4,11,2,4,41,1,118,42.5164,-82.9832,134056,593,28,343,260,4,0,1,31.52,0
1,149,2,11,2,4,34,1,107,38.1981,-86.6821,965,171,292,267,544,3,1,7,650.33,1
0,160,4,11,2,4,51,1,127,40.6774,-74.4968,2307,455,19,48,347,4,1,8,710.96,0
0,5,2,11,2,4,32,1,78,39.596,-86.1309,78968,256,145,453,744,6,1,3,933.51,1
1,154,2,11,2,4,23,1,70,38.2833,-75.8465,470,1200,292,422,592,7,0,7,1028.46,1
1,77,3,7,2,4,32,1,195,41.5097,-73.9634,19880,6,18,393,667,5,0,7,11.51,1
1,82,2,8,2,4,41,1,78,33.7163,-116.3381,4677,204,292,419,159,7,0,9,128.7,0
0,134,2,12,2,4,40,1,50,37.9943,-88.9417,324,1648,46,387,651,4,0,7,43.85,0
0,125,5,10,2,4,41,1,232,32.3929,-91.4714,6581,1106,63,160,177,5,0,4,39.7,0
0,88,2,12,2,4,32,1,165,41.4972,-98.7858,509,464,321,415,219,2,1,0,911.8,1
1,93,2,12,2,4,51,1,120,44.6437,-90.1031,828,1472,191,620,224,5,1,4,82.39,0
1,43,2,9,2,4,32,1,106,44.2529,-85.01700000000001,1126,1456,292,232,775,8,0,1,1017.15,1
1,81,2,12,2,4,32,1,34,45.203,-88.9983,1080,41,357,585,243,4,0,9,982.17,1
0,51,2,15,2,4,32,1,50,38.8089,-78.7776,863,1290,190,223,242,7,0,10,259.53,1
1,51,3,11,2,4,46,1,241,42.4969,-83.2911,75830,130,292,43,47,4,0,0,8.48,0
0,134,2,11,2,4,32,1,136,44.0385,-123.0614,191096,620,164,191,766,9,0,7,34.68,0
1,81,1,10,2,4,41,1,34,40.4971,-82.8342,267,180,18,139,25,5,0,6,737.68,1
1,149,4,9,2,4,32,1,183,42.8678,-71.042,4603,792,211,402,324,4,0,11,137.86,1
0,145,2,11,2,2,32,1,282,36.1499,-95.7923,413574,408,186,45,17,9,1,7,981.23,1
0,134,2,15,2,4,41,1,301,43.8065,-73.0882,5895,819,299,97,758,0,0,1,812.57,1
0,93,2,9,2,4,32,1,190,47.0999,-96.727,346,1445,49,577,316,4,0,9,193.57,0
1,93,2,8,2,4,27,1,120,31.882,-88.9981,4573,193,18,510,499,4,1,0,960.4,1
0,60,2,9,2,4,32,1,232,36.3846,-89.4649,5577,1627,287,550,404,4,0,3,293.62,1
0,23,2,11,2,4,32,1,241,41.1558,-101.136,1789,968,283,169,289,4,0,5,106.18,0
1,89,2,9,2,4,41,1,232,40.5046,-77.7186,4653,1009,194,584,60,6,0,4,685.26,1
1,93,2,0,2,2,32,1,226,29.479,-95.9681,2457,728,76,555,340,0,0,0,282.82,1
0,146,2,7,2,4,59,1,121,34.2651,-77.867,186140,599,244,359,612,6,0,2,26.88,0
1,146,3,7,2,4,37,1,350,43.2363,-78.3138,275,101,292,589,588,5,0,5,9.55,0
1,128,2,11,2,4,32,1,232,38.4207,-79.4629,99,566,252,207,304,5,0,0,76.62,0
1,134,2,9,2,4,32,1,133,43.4512,-71.48899999999999,7430,1020,292,180,533,6,0,2,52.35,0
0,93,4,14,2,4,32,1,359,32.2768,-95.3031,144160,1385,107,290,273,9,1,0,5.95,0
1,147,2,12,2,4,39,1,22,43.1699,-72.8515,828,1523,292,7,232,4,1,4,703.31,1
1,114,2,12,2,4,36,1,50,24.6557,-81.3824,32891,1422,292,170,329,7,1,8,73.64,0
0,127,2,11,2,4,32,1,329,43.7575,-122.481,597,336,25,87,53,6,0,9,715.88,1
0,134,1,9,2,2,32,1,359,40.5891,-75.4645,166081,6,18,393,667,7,0,3,972.69,1
0,51,0,12,2,4,32,1,7,44.7957,-110.6137,369,1258,292,502,189,4,0,10,49.51,1
1,52,1,15,2,4,32,1,183,31.0,-82.8555,419,419,346,217,199,6,0,2,66.49,0
0,153,2,9,2,4,32,1,232,26.4215,-99.0025,18128,45,357,47,293,6,0,1,347.91,1
0,93,1,10,2,4,41,1,106,40.8095,-72.8229,3285,976,283,621,1,8,0,4,96.57,1
1,149,0,15,2,4,32,1,253,34.9889,-106.0609,7268,866,358,74,63,0,1,6,44.74,0
1,81,3,11,2,4,40,1,359,40.4971,-82.8342,267,1445,49,577,316,6,0,3,3.55,0
1,106,2,8,2,4,28,1,339,30.2816,-99.241,2395,557,292,519,672,5,1,7,64.75,0
0,27,2,8,2,4,40,1,183,37.1788,-82.695,502,1605,331,204,409,6,0,4,44.61,0
1,36,2,9,2,4,32,1,301,41.4622,-79.1306,4172,483,96,305,717,0,0,7,8.4,0
1,79,2,15,2,4,58,1,162,39.9347,-86.1633,910148,101,292,401,216,4,0,7,280.15,1
0,81,0,11,2,4,32,1,359,43.7893,-75.4156,8830,1272,190,333,599,5,1,4,65.37,0
0,93,2,9,2,4,32,1,339,37.2409,-82.7696,230,518,292,520,35,6,0,10,457.21,1
1,134,4,15,2,4,46,1,116,43.745,-70.9092,1892,44,357,247,330,5,0,4,326.68,1
0,52,0,14,2,4,41,1,78,39.3199,-106.6596,61,128,292,457,178,5,0,4,6.3,0
1,93,2,9,2,4,51,1,189,38.5234,-120.6763,832,439,292,200,723,7,0,11,18.74,1
1,146,4,9,2,4,32,1,78,43.2363,-78.3138,275,341,68,460,418,4,0,6,891.97,1
1,24,2,15,2,4,41,1,108,43.1128,-77.4906,8019,194,18,510,499,7,1,3,899.14,1
0,51,2,15,2,4,32,1,120,39.1412,-94.3515,123373,1501,60,514,752,7,0,1,9.21,1
0,81,2,9,2,4,32,1,162,33.1194,-83.8235,3343,343,292,198,608,4,0,2,75.3,0
1,151,4,14,2,4,32,1,317,42.2701,-78.6847,1453,45,357,47,293,5,0,0,135.5,0
1,134,2,15,2,4,51,1,183,41.173,-89.2187,532,1447,197,577,316,2,0,6,88.48,0
0,127,2,9,2,4,39,1,232,41.4802,-86.6919,1423,1322,168,116,96,5,1,8,1044.58,1
0,21,3,7,2,4,41,1,118,36.2395,-95.9596,413574,602,259,443,150,1,1,3,959.62,1
0,68,5,12,2,4,37,1,319,34.847,-98.9836,551,1467,292,620,224,4,1,8,239.74,0
1,134,2,9,2,4,27,1,107,39.6662,-104.835,389246,750,334,522,78,7,0,10,1090.93,1
0,134,2,9,2,4,32,1,183,32.4122,-90.1207,24645,682,132,62,362,2,0,5,34.43,0
0,135,2,11,2,4,37,1,183,39.1329,-95.7023,163415,1283,292,126,436,9,1,7,284.55,1
0,70,2,8,2,4,40,1,90,46.1664,-103.7079,475,620,164,191,766,4,0,1,22.96,0
1,51,2,15,2,2,51,1,241,44.9673,-93.2828,1022298,420,270,217,199,6,0,0,845.48,1
1,114,2,9,2,1,32,1,118,24.6557,-81.3824,32891,1467,292,622,208,3,1,3,312.06,1
1,53,4,7,2,4,32,1,52,33.9056,-118.0818,105549,126,292,73,299,4,0,11,7.84,0
1,61,1,15,2,4,32,1,50,37.9073,-75.5089,741,247,18,89,565,3,1,0,116.67,0
0,111,2,11,2,1,41,1,341,40.0246,-79.6955,2303,1627,287,550,404,3,0,8,50.41,0
1,81,2,8,2,4,51,1,107,45.203,-88.9983,1080,1040,90,610,36,7,0,9,932.21,1
0,61,2,15,2,4,32,1,233,33.8419,-117.6043,233717,1523,292,7,232,8,1,8,338.93,1
1,97,4,11,2,4,51,1,118,38.9757,-77.0282,601723,997,111,368,32,3,0,8,8.82,0
0,91,1,7,2,4,41,1,322,34.5906,-95.38,1760,593,28,343,260,5,0,10,29.36,0
1,127,2,12,2,1,41,1,332,40.9115,-74.414,15269,599,244,359,612,7,0,10,884.9,1
0,93,2,15,2,4,32,1,183,47.0999,-96.727,346,1335,292,124,256,3,0,10,2.23,0
1,110,1,11,2,3,32,1,111,28.0758,-81.5929,33804,931,138,158,128,9,0,6,744.63,1
1,51,1,12,2,4,32,1,52,33.9659,-80.9355,333497,1370,274,361,760,9,0,3,3.33,0
0,135,2,11,2,4,32,1,62,39.1329,-95.7023,163415,511,357,291,604,6,1,7,919.36,1
1,127,2,9,2,4,32,1,341,26.529,-82.0916,3776,247,18,409,247,7,0,3,1000.46,1
0,16,1,12,2,4,41,1,359,40.4815,-92.9951,3805,999,361,415,219,0,1,6,94.41,0
1,93,1,15,2,4,32,1,120,44.6437,-90.1031,828,101,292,476,486,2,0,9,68.04,0
0,81,2,15,2,4,37,1,50,40.6152,-74.415,71485,836,313,535,291,2,1,7,17.38,0
1,152,2,12,4,4,32,0,120,33.9215,-89.6782,3451,1204,292,243,176,2,1,7,829.79,1
1,61,2,11,4,4,41,0,254,34.1092,-117.7183,35705,406,186,306,518,7,0,11,325.11,1
0,93,2,4,0,4,47,0,78,48.34,-122.3456,85,748,51,402,324,0,0,1,1.96,0
0,93,1,11,4,2,32,0,232,47.4852,-120.4158,584,1467,292,620,224,5,0,11,17.85,1
0,74,2,12,0,4,32,0,178,45.4963,-89.7273,9594,1385,107,290,273,4,0,4,84.2,0
0,146,1,12,4,4,34,0,86,34.8698,-100.6806,513,602,259,443,150,7,0,7,325.86,1
1,93,2,11,5,4,32,0,102,44.8605,-85.8138,3096,497,96,305,717,4,0,10,11.42,0
0,51,1,11,0,4,32,0,341,38.8265,-82.1364,642,191,18,510,499,7,1,6,350.75,1
1,149,5,9,0,4,36,0,359,40.8798,-73.9067,1382480,267,18,89,565,4,1,6,2.41,0
0,81,2,15,0,4,41,0,118,37.2876,-77.295,31970,407,186,45,17,6,1,7,8.92,1
1,88,2,9,4,4,32,0,183,40.4731,-80.9596,2208,820,299,428,724,5,0,6,955.89,1
0,81,1,12,4,4,27,0,301,42.9373,-87.9943,13973,1439,120,577,316,0,1,0,5.31,0
0,81,2,9,4,4,32,0,259,39.9458,-75.9703,3066,819,299,97,758,4,1,0,906.79,1
1,149,2,11,0,4,32,0,162,38.1981,-86.6821,965,765,360,183,14,3,1,7,1051.66,1
1,148,2,9,4,4,41,0,116,47.2271,-117.0819,895,557,292,519,672,8,0,7,43.03,0
1,15,2,11,5,4,30,0,17,46.2306,-112.1138,1939,1522,8,7,232,1,0,11,297.08,1
1,43,2,15,4,4,51,0,50,38.5072,-81.89,5512,582,12,343,260,4,1,3,8.51,1
0,4,2,11,0,4,32,0,233,42.7012,-92.0762,53,1276,190,502,189,0,0,8,337.56,1
1,149,2,8,4,4,28,0,50,45.8433,-113.8748,218,735,203,372,731,6,0,0,62.37,0
0,111,2,9,4,4,30,0,120,40.0246,-79.6955,2303,204,292,228,140,5,0,2,952.58,1
0,134,4,11,5,2,41,0,72,40.7699,-73.9511,1577385,215,205,331,497,5,1,7,22.88,0
1,13,4,12,0,4,51,0,78,39.2667,-77.5101,100,1456,292,232,775,1,0,5,65.96,0
1,63,2,7,0,4,32,0,339,42.6911,-71.1605,76383,823,313,492,495,5,0,8,1151.15,1
1,153,2,9,4,4,41,0,120,40.7491,-95.038,7297,1084,18,388,342,6,1,4,258.42,0
0,151,2,12,0,4,30,0,232,35.1836,-81.4552,5621,1648,46,387,651,3,0,11,48.35,0
1,135,2,15,4,1,37,0,108,33.6028,-81.9748,46944,360,59,157,458,7,0,4,4.11,0
1,93,1,12,0,4,51,0,50,29.479,-95.9681,2457,551,292,442,160,4,0,0,928.19,1
0,40,2,11,4,4,37,0,118,40.029,-93.1607,602,1317,35,116,96,3,0,4,367.29,1
1,0,1,11,4,4,32,0,127,42.9676,-88.0434,817312,1335,292,587,435,4,1,6,9.38,0
0,110,2,9,4,4,32,0,148,31.571,-86.2743,2566,1029,292,67,323,8,0,0,826.39,1
1,55,2,11,4,4,61,0,50,47.8342,-90.0476,272,610,183,624,286,4,0,3,1089.43,1
0,146,2,9,0,4,32,0,118,40.4603,-79.0097,922,1265,292,502,189,3,0,4,881.11,1
1,159,0,9,4,4,32,0,232,41.0001,-78.2357,3688,1347,274,361,760,3,1,4,43.36,0
